1.178529569130808863e+00 1.025050988816289088e+00 0.000000000000000000e+00
-2.891074876460092424e-03 -3.622350208734471111e-01 1.000000000000000000e+00
-1.365794203487745939e+00 -7.600342309702280419e-01 0.000000000000000000e+00
6.137274458352683926e-01 1.028365983149358787e+00 0.000000000000000000e+00
-1.244426427533908530e+00 -1.050047713062562726e+00 0.000000000000000000e+00
1.459691647598109210e+00 1.292732894745233230e+00 0.000000000000000000e+00
-1.326608760670592968e+00 -1.412658603881217445e+00 0.000000000000000000e+00
1.149300336051214844e+00 1.170110476082978801e+00 0.000000000000000000e+00
7.792825097471147711e-01 9.904918094724112221e-01 0.000000000000000000e+00
1.891378981479345356e+00 2.101152417200300881e+00 1.000000000000000000e+00
-9.314448296163536645e-01 1.093485681878483273e-01 0.000000000000000000e+00
5.211958498839928122e-01 8.038323299247360776e-01 0.000000000000000000e+00
-4.530078694493222535e-01 -1.062343867819052878e+00 0.000000000000000000e+00
2.196786422047593668e+00 1.984688435197063727e+00 1.000000000000000000e+00
7.737670779986516312e-01 8.220776973955348232e-01 0.000000000000000000e+00
-1.079786364822636902e+00 -1.362529937439704408e+00 0.000000000000000000e+00
3.890915947565497524e-01 4.439092381511033913e-02 1.000000000000000000e+00
3.549094374676149966e-01 -2.281863433254702755e-01 1.000000000000000000e+00
2.639297641458209220e+00 2.644897697331899611e+00 1.000000000000000000e+00
2.369575249106196768e+00 2.076783223828975622e+00 1.000000000000000000e+00
-9.917244492953078971e-01 -1.280688238223539610e-01 0.000000000000000000e+00
1.121481248181053214e-01 1.437210038916425514e-02 1.000000000000000000e+00
2.362395105591891475e+00 2.138932109863177278e+00 1.000000000000000000e+00
-7.057510846378289848e-02 -3.828625011931560129e-01 1.000000000000000000e+00
9.246401287462489016e-01 1.213031357100513130e+00 0.000000000000000000e+00
1.000082711159843818e+00 1.164481464161338131e+00 0.000000000000000000e+00
1.434408635406797972e+00 1.409431535194888951e+00 0.000000000000000000e+00
-3.559075653461266781e-02 -1.267956491333409597e-01 1.000000000000000000e+00
9.142510353912479681e-01 9.486757071875199232e-01 0.000000000000000000e+00
1.723145886481987965e+00 1.900129727301309135e+00 1.000000000000000000e+00
1.521030230211380951e-01 9.898541306655063432e-02 1.000000000000000000e+00
1.342832854258004138e+00 7.781312661129282660e-01 0.000000000000000000e+00
1.670825273839076974e+00 1.853858038362429461e+00 1.000000000000000000e+00
1.743380942421565605e+00 1.714121502140914854e+00 1.000000000000000000e+00
-2.663461205854341651e-01 -1.976562746667794856e-01 0.000000000000000000e+00
-1.073646006054973290e+00 -1.837609150914717659e+00 0.000000000000000000e+00
1.949492969789416774e+00 1.605401544295534277e+00 1.000000000000000000e+00
1.369524912544085593e+00 1.415770681469244341e+00 0.000000000000000000e+00
-3.746211718482737041e-01 -5.264869049813700741e-01 1.000000000000000000e+00
2.407079346636219697e+00 1.653595597670872053e+00 1.000000000000000000e+00
1.149352233156524239e+00 8.968251064831516128e-01 0.000000000000000000e+00
8.169324772518713473e-01 5.144835339634028504e-01 0.000000000000000000e+00
1.545220900692002575e+00 1.930349409223391932e+00 1.000000000000000000e+00
2.100233018192069423e+00 1.437318109592122362e+00 1.000000000000000000e+00
-1.395274625762933152e+00 -1.593225122245094827e+00 0.000000000000000000e+00
1.297681109004302780e+00 1.009567802866147446e+00 0.000000000000000000e+00
1.682779895409948434e+00 1.203482819217153832e+00 0.000000000000000000e+00
-8.473742240159048977e-01 -8.139956146327712583e-01 0.000000000000000000e+00
-1.226693108030877388e-01 4.278941428299830596e-01 1.000000000000000000e+00
-1.000905815754067341e+00 -1.127126214211747524e+00 0.000000000000000000e+00
8.992863642336470509e-01 4.036952824874537882e-01 0.000000000000000000e+00
-3.632281183516619660e-01 9.943312935924708551e-04 1.000000000000000000e+00
2.363593120895505439e+00 2.087164174190249799e+00 1.000000000000000000e+00
-1.114305357588343037e+00 -7.920214266300337203e-01 0.000000000000000000e+00
-8.638610638866791591e-01 -1.136225273773917799e+00 0.000000000000000000e+00
-1.401063727448342622e+00 -8.555841487930850864e-01 0.000000000000000000e+00
-7.864972979225511862e-01 -2.904757138385333226e-01 1.000000000000000000e+00
-5.149480855572589055e-01 -7.869896807801443628e-02 1.000000000000000000e+00
2.734146074781165781e-01 1.678071997369121049e-01 1.000000000000000000e+00
-1.177427700363170571e-01 6.957276536990372739e-02 1.000000000000000000e+00
6.021552623733898990e-01 1.019914643090372053e+00 0.000000000000000000e+00
8.377055534249705504e-01 6.346896254613714206e-01 0.000000000000000000e+00
1.364077094813459956e+00 1.436021540311789302e+00 0.000000000000000000e+00
-1.737933671581905204e-01 3.517753710676433387e-01 1.000000000000000000e+00
3.210323736305830122e-01 -4.547007438878442609e-01 1.000000000000000000e+00
2.238788928086689278e+00 2.295009917264309696e+00 1.000000000000000000e+00
-2.605997215376051335e-01 -1.106158551839012544e-01 1.000000000000000000e+00
1.036458683346333176e+00 7.287594801655072896e-01 0.000000000000000000e+00
7.447662439316774519e-01 5.961619370604801516e-01 0.000000000000000000e+00
1.025941521764150322e+00 1.092788385246439509e+00 0.000000000000000000e+00
-1.330973364129155900e+00 -6.976727243407999657e-01 0.000000000000000000e+00
1.962629165774711248e+00 1.920272669358019879e+00 1.000000000000000000e+00
1.876454386991051715e+00 1.816346578942030554e+00 1.000000000000000000e+00
6.882408394645598282e-01 1.232359090652473954e+00 0.000000000000000000e+00
2.103163895060722322e+00 1.768756398048541678e+00 1.000000000000000000e+00
-6.243794826383541885e-01 -4.864060278903509227e-01 0.000000000000000000e+00
-1.105302076781422116e+00 -1.145112191432157811e+00 0.000000000000000000e+00
-1.270475689556902710e+00 -1.285294283941340376e+00 0.000000000000000000e+00
1.914079269201196976e+00 1.588484605492886281e+00 1.000000000000000000e+00
1.309895168869514293e-01 -3.395798317001219591e-01 1.000000000000000000e+00
9.986608017191261899e-02 -1.416486488719846393e-01 1.000000000000000000e+00
1.946120366210202235e+00 2.068765869109886690e+00 1.000000000000000000e+00
7.794902220197261755e-01 7.989301837601209266e-01 0.000000000000000000e+00
-4.592729350135218436e-01 -4.446478572127202655e-01 1.000000000000000000e+00
-9.933103238962277537e-01 -5.290794884524125941e-01 0.000000000000000000e+00
1.336083533158043402e-01 -3.029982819373345238e-01 1.000000000000000000e+00
-1.673013580913601972e+00 -1.089460230324162504e+00 0.000000000000000000e+00
-9.781428631529605067e-01 -1.387354869699456206e+00 0.000000000000000000e+00
2.579478433641886892e-01 2.885670273599806324e-01 1.000000000000000000e+00
-1.252764712570756833e+00 -1.977275981296886087e+00 0.000000000000000000e+00
-8.849111447219631943e-01 -7.697150490678208445e-01 0.000000000000000000e+00
1.790071590206448349e+00 2.576255066412629802e+00 1.000000000000000000e+00
-1.310594587261318389e-02 5.862574508143347796e-01 1.000000000000000000e+00
-9.409087404679469246e-01 -1.258692574419375543e+00 0.000000000000000000e+00
-2.206763183406389994e-01 1.041844233993566987e-01 1.000000000000000000e+00
-1.036433658238076427e+00 -8.021819500709784778e-01 0.000000000000000000e+00
-3.728122716409122683e-02 1.396171214264028126e-01 1.000000000000000000e+00
9.492950390132497418e-01 1.917557671995934188e+00 1.000000000000000000e+00
1.498673827063266462e+00 7.840672218994335640e-01 0.000000000000000000e+00
6.380166849301810439e-01 9.952179431567669265e-01 0.000000000000000000e+00
1.182031040671170263e+00 1.401618941219898495e+00 0.000000000000000000e+00
8.932834645419618358e-02 7.981845460219341160e-01 0.000000000000000000e+00
6.153751036528311014e-01 9.417041347312538058e-01 0.000000000000000000e+00
1.022825522023852907e+00 9.933638271558629107e-01 0.000000000000000000e+00
1.888902253542710907e+00 2.021006094049323298e+00 1.000000000000000000e+00
5.776480722709746995e-01 8.081238233007287386e-01 0.000000000000000000e+00
2.108927376890012084e+00 2.196428209175568913e+00 1.000000000000000000e+00
-3.680019090255149394e-01 -1.445825940810950838e-01 1.000000000000000000e+00
-8.865292703567017041e-01 -9.636780531912700898e-01 0.000000000000000000e+00
-2.614529622132076847e-01 2.031986964245261207e-01 1.000000000000000000e+00
2.172672083404987298e+00 2.267037787086660483e+00 1.000000000000000000e+00
1.743807832202845409e+00 9.578471935199892595e-01 0.000000000000000000e+00
1.904947844020246528e+00 2.134730557721479016e+00 1.000000000000000000e+00
-2.253398265671933409e-01 -1.900466458618162990e-01 1.000000000000000000e+00
1.515843008804261260e-01 -1.731424515543007747e-01 1.000000000000000000e+00
2.351058632815102634e+00 2.314411045315186044e+00 1.000000000000000000e+00
1.912443979995111509e-01 1.848042438681616328e-01 1.000000000000000000e+00
-1.153766638840017622e+00 -6.405981672585669973e-01 0.000000000000000000e+00
2.116357582133968851e+00 2.544562578207302916e+00 1.000000000000000000e+00
