-1.000000000000000000e+00 9.793489470052907375e-01
-9.310344827586206629e-01 1.548715668783333110e-01
-8.620689655172413257e-01 -1.104055261250196651e-01
-7.931034482758620996e-01 3.489039941645317167e-01
-7.241379310344827624e-01 7.426983602522141403e-02
-6.551724137931034253e-01 8.865439035701081494e-01
-5.862068965517241992e-01 1.532335909767591708e+00
-5.172413793103448620e-01 1.364388812989266730e+00
-4.482758620689655249e-01 1.280135246841496155e+00
-3.793103448275861878e-01 9.724420449486820273e-02
-3.103448275862068506e-01 2.000398882648750654e-01
-2.413793103448276245e-01 -4.060044709933502971e-01
-1.724137931034482873e-01 -6.390118508997038038e-01
-1.034482758620689502e-01 -3.995322167184514606e-01
-3.448275862068972408e-02 -4.474061455977610957e-01
3.448275862068972408e-02 5.725670664160531498e-02
1.034482758620689502e-01 -2.499960232979243080e-01
1.724137931034481763e-01 -9.341625365993817820e-02
2.413793103448276245e-01 2.027668583282063175e-01
3.103448275862068506e-01 5.465534288335931468e-01
3.793103448275862988e-01 -1.903459660598105785e-02
4.482758620689655249e-01 3.068928469382309898e-01
5.172413793103447510e-01 3.183691285034156992e-02
5.862068965517241992e-01 2.522318227306275529e-01
6.551724137931034253e-01 -2.623156369241604405e-02
7.241379310344826514e-01 5.413862258033080854e-02
7.931034482758620996e-01 -5.160122890335524515e-01
8.620689655172413257e-01 -7.650694397396187174e-01
9.310344827586205518e-01 8.274669798637057649e-03
1.000000000000000000e+00 -3.103989031671517962e-01
